薬局等番号,都道府県,薬局等名称,住所,電話番号,販売可能薬剤師数_女性,販売可能薬剤師数_男性,販売可能薬剤師数_答えたくない,HP,開局時間,時間外対応の有無,時間外の電話番号,プライバシー確保策,事前連絡,備考,削除日,開局等時間,時間外対応,事前電話連絡,電話番号_数字,時間外の電話番号_数字,住所_正規化,住所_都道府県除く,市区町村_推定,住所_残り,時間外対応_有無,事前電話連絡_要否,データ時点,データ出典_URL,データファイル_URL
12011,北海道,サツドラ薬局中の島店,北海道札幌市豊平区中の島２条２丁目３番３号,0118165622,3,0,0,https://shop.satudora.co.jp/detail/store-nakanoshima/,月〜金：9:00〜19:00、土：9:00〜13:00,,,衝立,要,,,月〜金：9:00〜19:00、土：9:00〜13:00,,要,0118165622,,北海道札幌市豊平区中の島2条2丁目3番3号,札幌市豊平区中の島2条2丁目3番3号,札幌市豊平区,中の島2条2丁目3番3号,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
12012,北海道,サツドラ薬局白石本通店,北海道札幌市白石区本通13丁目南5番1号,0118277015,1,0,0,https://shop.satudora.co.jp/detail/store-shiroishihondori/,"月〜金：9:00〜13:00,14:00〜18:00",,,衝立,要,,,"月〜金：9:00〜13:00,14:00〜18:00",,要,0118277015,,北海道札幌市白石区本通13丁目南5番1号,札幌市白石区本通13丁目南5番1号,札幌市白石区,本通13丁目南5番1号,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
12014,北海道,サツドラ薬局桑園北８条店,北海道札幌市中央区北8条西22丁目2番16号,0115900260,1,0,0,https://shop.satudora.co.jp/detail/store-soenkita8jo/,"月〜金：9:00〜13:00,14:00〜18:00、土：9:00〜13:00",,,衝立,要,,,"月〜金：9:00〜13:00,14:00〜18:00、土：9:00〜13:00",,要,0115900260,,北海道札幌市中央区北8条西22丁目2番16号,札幌市中央区北8条西22丁目2番16号,札幌市中央区,北8条西22丁目2番16号,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
12015,北海道,サツドラ薬局屯田店,北海道札幌市北区屯田９条３丁目１番２０号屯田メディカルモール１階,0117746844,4,3,0,https://shop.satudora.co.jp/detail/pharmacy-tonden/,月〜土：8:45〜18:00,,,衝立,要,,,月〜土：8:45〜18:00,,要,0117746844,,北海道札幌市北区屯田9条3丁目1番20号屯田メディカルモ-ル1階,札幌市北区屯田9条3丁目1番20号屯田メディカルモ-ル1階,札幌市北区,屯田9条3丁目1番20号屯田メディカルモ-ル1階,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
12016,北海道,サツドラ薬局伏見啓明店,北海道札幌市中央区南13条西22丁目1番15号,0115905178,1,0,0,https://shop.satudora.co.jp/detail/store-fushimikeimei/,"月〜金：9:00〜13:00,14:00〜18:00",,,衝立,要,,,"月〜金：9:00〜13:00,14:00〜18:00",,要,0115905178,,北海道札幌市中央区南13条西22丁目1番15号,札幌市中央区南13条西22丁目1番15号,札幌市中央区,南13条西22丁目1番15号,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
12018,北海道,サツドラ薬局北８条店,北海道札幌市東区北８条東４丁目１番２０号,0112991330,3,4,0,https://shop.satudora.co.jp/detail/store-kita8jo/,月〜金：9:00〜20:00、土：9:00〜17:00,,,衝立,要,,,月〜金：9:00〜20:00、土：9:00〜17:00,,要,0112991330,,北海道札幌市東区北8条東4丁目1番20号,札幌市東区北8条東4丁目1番20号,札幌市東区,北8条東4丁目1番20号,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
12019,北海道,そえる薬局札幌大通店,北海道札幌市中央区北１条西４丁目1-1三甲大通公園ビル1階,0112814200,1,1,0,https://www.sowell-pharmacy.co.jp/store/,月～土9：00-19：00,,,個室,要,,,月～土9：00-19：00,,要,0112814200,,北海道札幌市中央区北1条西4丁目1-1三甲大通公園ビル1階,札幌市中央区北1条西4丁目1-1三甲大通公園ビル1階,札幌市中央区,北1条西4丁目1-1三甲大通公園ビル1階,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
12020,北海道,サツドラ薬局円山西２８丁目店,北海道札幌市中央区北５条西２８丁目１番,0116331302,3,0,0,https://shop.satudora.co.jp/detail/store-maruyamanishi28chome/,月〜金：9:30〜18:30、土：9:00〜13:00,,,衝立,要,,,月〜金：9:30〜18:30、土：9:00〜13:00,,要,0116331302,,北海道札幌市中央区北5条西28丁目1番,札幌市中央区北5条西28丁目1番,札幌市中央区,北5条西28丁目1番,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
12022,北海道,サツドラ薬局岩見沢６条店,北海道岩見沢市６条西３丁目２番地４,0126355202,1,0,0,https://shop.satudora.co.jp/detail/store-iwamizawa6jo/,"月〜金：9:30〜13:30,14:30〜18:30",,,衝立,要,,,"月〜金：9:30〜13:30,14:30〜18:30",,要,0126355202,,北海道岩見沢市6条西3丁目2番地4,岩見沢市6条西3丁目2番地4,岩見沢市,6条西3丁目2番地4,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
12024,北海道,サツドラ薬局小樽若松店,北海道小樽市若松２丁目６番８号,0134216221,2,1,0,https://shop.satudora.co.jp/detail/store-otaruwakamatsu/,月〜金：9:00〜18:00,,,衝立,要,,,月〜金：9:00〜18:00,,要,0134216221,,北海道小樽市若松2丁目6番8号,小樽市若松2丁目6番8号,小樽市,若松2丁目6番8号,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
12025,北海道,サツドラ薬局二十四軒店,北海道札幌市西区二十四軒２条４丁目６－２３エクセルシュール二十四軒,0116328750,2,2,0,https://shop.satudora.co.jp/detail/pharmacy-24ken/,月〜金：9:00〜18:00、土：9:00〜13:00,,,衝立,要,,,月〜金：9:00〜18:00、土：9:00〜13:00,,要,0116328750,,北海道札幌市西区二十四軒2条4丁目6-23エクセルシュ-ル二十四軒,札幌市西区二十四軒2条4丁目6-23エクセルシュ-ル二十四軒,札幌市西区,二十四軒2条4丁目6-23エクセルシュ-ル二十四軒,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
12026,北海道,サツドラ薬局江別店,北海道江別市高砂町３番地２,0113912662,3,0,0,https://shop.satudora.co.jp/detail/pharmacy-ebetsu/,月〜水・金：9:00〜18:00、木・土：9:00〜13:00,,,衝立,要,,,月〜水・金：9:00〜18:00、木・土：9:00〜13:00,,要,0113912662,,北海道江別市高砂町3番地2,江別市高砂町3番地2,江別市,高砂町3番地2,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
12027,北海道,サツドラ薬局宮の森３条店,北海道札幌市中央区宮の森３条２丁目５番１号,0116335277,1,0,0,https://shop.satudora.co.jp/detail/store-miyanomori3jo/,"月〜金：9:30〜13:30,14:30〜18:30",,,衝立,要,,,"月〜金：9:30〜13:30,14:30〜18:30",,要,0116335277,,北海道札幌市中央区宮の森3条2丁目5番1号,札幌市中央区宮の森3条2丁目5番1号,札幌市中央区,宮の森3条2丁目5番1号,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
12028,北海道,サツドラ薬局北３３条店,北海道札幌市東区北３３条東１４丁目１番７号,0117487175,7,2,0,https://shop.satudora.co.jp/detail/pharmacy-kita33jo/,月〜金：9:00〜20:00、土：9:00〜15:00,,,衝立；個室,要,,,月〜金：9:00〜20:00、土：9:00〜15:00,,要,0117487175,,北海道札幌市東区北33条東14丁目1番7号,札幌市東区北33条東14丁目1番7号,札幌市東区,北33条東14丁目1番7号,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
12029,北海道,サツドラ薬局真駒内緑町店,北海道札幌市南区真駒内緑町１丁目１番６号,0115886001,4,2,0,https://shop.satudora.co.jp/detail/store-makomanaimidorimachi/,月〜金：9:00〜19:00、土：9:00〜13:00,,,衝立,要,,,月〜金：9:00〜19:00、土：9:00〜13:00,,要,0115886001,,北海道札幌市南区真駒内緑町1丁目1番6号,札幌市南区真駒内緑町1丁目1番6号,札幌市南区,真駒内緑町1丁目1番6号,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
12030,北海道,サツドラ薬局篠路店,北海道札幌市北区篠路５条５丁目１番地５,0117742337,2,1,0,https://shop.satudora.co.jp/detail/store-shinoro/,月〜金：9:00〜18:00、土：9:00〜13:00,,,衝立,要,,,月〜金：9:00〜18:00、土：9:00〜13:00,,要,0117742337,,北海道札幌市北区篠路5条5丁目1番地5,札幌市北区篠路5条5丁目1番地5,札幌市北区,篠路5条5丁目1番地5,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
12031,北海道,サツドラ薬局屯田ドラッグ店,北海道札幌市北区屯田9条3丁目1番1号,0112992073,1,0,0,https://shop.satudora.co.jp/detail/store-tonden/,"月〜日・祝日：10:00〜14:00,15:00〜19:00",,,衝立,要,,,"月〜日・祝日：10:00〜14:00,15:00〜19:00",,要,0112992073,,北海道札幌市北区屯田9条3丁目1番1号,札幌市北区屯田9条3丁目1番1号,札幌市北区,屯田9条3丁目1番1号,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
12035,北海道,サツドラ薬局山の手店,北海道札幌市西区山の手３条６丁目５番１５号,0116216010,0,1,0,https://shop.satudora.co.jp/detail/store-yamanote/,"月〜金：9:00〜13:00,14:00〜18:00",,,衝立,要,,,"月〜金：9:00〜13:00,14:00〜18:00",,要,0116216010,,北海道札幌市西区山の手3条6丁目5番15号,札幌市西区山の手3条6丁目5番15号,札幌市西区,山の手3条6丁目5番15号,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
12036,北海道,サツドラ薬局八軒６条店,北海道札幌市西区八軒6条西4丁目2番7号,0116763063,0,1,0,https://shop.satudora.co.jp/detail/store-hachiken6jo/,"月〜金：9:00〜13:00,14:00〜18:00、土：9:00〜13:00",,,衝立,要,,,"月〜金：9:00〜13:00,14:00〜18:00、土：9:00〜13:00",,要,0116763063,,北海道札幌市西区八軒6条西4丁目2番7号,札幌市西区八軒6条西4丁目2番7号,札幌市西区,八軒6条西4丁目2番7号,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
12037,北海道,サツドラ薬局手稲前田２条店,北海道札幌市手稲区前田２条１３丁目３番２０号,0116888251,0,1,0,https://shop.satudora.co.jp/detail/store-teinemaeda2jo/,"月〜金：9:30〜13:30,14:30〜18:30",,,衝立,要,,,"月〜金：9:30〜13:30,14:30〜18:30",,要,0116888251,,北海道札幌市手稲区前田2条13丁目3番20号,札幌市手稲区前田2条13丁目3番20号,札幌市手稲区,前田2条13丁目3番20号,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
12038,北海道,サツドラ薬局旭ヶ丘南８条店,北海道札幌市中央区南８条西２３丁目４番１号,0112130883,1,0,0,https://shop.satudora.co.jp/detail/store-asahigaokaminami8jo/,"月〜金：9:00〜13:00,14:00〜18:00",,,衝立,要,,,"月〜金：9:00〜13:00,14:00〜18:00",,要,0112130883,,北海道札幌市中央区南8条西23丁目4番1号,札幌市中央区南8条西23丁目4番1号,札幌市中央区,南8条西23丁目4番1号,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
12039,北海道,サツドラ薬局麻生北４０条店,北海道札幌市東区北４０条東１丁目１番２７号,0117506650,2,6,0,https://shop.satudora.co.jp/detail/store-asabukita40jo/,月〜金：9:00〜21:00、土・日・祝日：9:00〜16:30,,,衝立,要,,,月〜金：9:00〜21:00、土・日・祝日：9:00〜16:30,,要,0117506650,,北海道札幌市東区北40条東1丁目1番27号,札幌市東区北40条東1丁目1番27号,札幌市東区,北40条東1丁目1番27号,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
12040,北海道,サツドラ薬局南３３条店,北海道札幌市南区南３３条西１１丁目４番３号,0115885080,2,2,0,https://shop.satudora.co.jp/detail/pharmacy-minami33jo/,月〜金：9:00〜18:00、土：9:00〜13:00,,,衝立,要,,,月〜金：9:00〜18:00、土：9:00〜13:00,,要,0115885080,,北海道札幌市南区南33条西11丁目4番3号,札幌市南区南33条西11丁目4番3号,札幌市南区,南33条西11丁目4番3号,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
12041,北海道,サツドラ薬局北１２条店,北海道札幌市東区北１２条東４丁目２番１号,0112993135,0,1,0,https://shop.satudora.co.jp/detail/store-kita12jo/,"月〜金：9:00〜13:00,14:00〜18:00、土：9:00〜13:00",,,個室；衝立,要,,,"月〜金：9:00〜13:00,14:00〜18:00、土：9:00〜13:00",,要,0112993135,,北海道札幌市東区北12条東4丁目2番1号,札幌市東区北12条東4丁目2番1号,札幌市東区,北12条東4丁目2番1号,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
12043,北海道,サツドラ薬局江別一番町店,北海道江別市一番町４番地２０,0113760191,1,0,0,https://shop.satudora.co.jp/detail/store-ebetsuichiban/,"月〜金：9:00〜13:00,14:00〜18:00",,,衝立,要,,,"月〜金：9:00〜13:00,14:00〜18:00",,要,0113760191,,北海道江別市一番町4番地20,江別市一番町4番地20,江別市,一番町4番地20,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
12044,北海道,サツドラ薬局川沿店,北海道札幌市南区川沿３条３丁目３−１０,0112053810,0,1,0,https://shop.satudora.co.jp/detail/store-kawazoe/,"月〜金：10:00〜14:00,15:00〜19:00",,,衝立,要,,,"月〜金：10:00〜14:00,15:00〜19:00",,要,0112053810,,北海道札幌市南区川沿3条3丁目3-10,札幌市南区川沿3条3丁目3-10,札幌市南区,川沿3条3丁目3-10,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
12049,北海道,アイン薬局南３９条店,北海道札幌市南区南39条西11丁目1-35,0015228601,1,0,0,,月～水・金：9:00-18:00、木：9:00-17:00、土：9:00-13:00,有,011-522-8601,衝立,要,,,月～水・金：9:00-18:00、木：9:00-17:00、土：9:00-13:00,有,要,0015228601,0115228601,北海道札幌市南区南39条西11丁目1-35,札幌市南区南39条西11丁目1-35,札幌市南区,南39条西11丁目1-35,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
12050,北海道,アイン薬局新琴似店,北海道札幌市北区新琴似8条13丁目1-7,0017635151,0,1,0,,月～金：9:00-18:00、土：9:00-13:00,有,011-763-5151,他者のいない時間対応,,,,月～金：9:00-18:00、土：9:00-13:00,有,,0017635151,0117635151,北海道札幌市北区新琴似8条13丁目1-7,札幌市北区新琴似8条13丁目1-7,札幌市北区,新琴似8条13丁目1-7,True,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
12051,北海道,みらくる薬局麻生駅前店,北海道札幌市北区北40条西4丁目1-1ASABULAND1階,0017688444,3,0,0,,月～日：9:00‐18:00,,,衝立,,,,月～日：9:00‐18:00,,,0017688444,,北海道札幌市北区北40条西4丁目1-1ASABULAND1階,札幌市北区北40条西4丁目1-1ASABULAND1階,札幌市北区,北40条西4丁目1-1ASABULAND1階,False,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
12052,北海道,アイン薬局札幌中央店,北海道札幌市中央区南3条西2丁目1-1H&Bプラザビル1F,0112005625,4,1,0,,月8:00〜19:00火8:00〜19:00水8:00〜19:00木8:00〜16:00金8:00〜19:00土8:00〜18:00日定休日,,,衝立；他者のいない時間対応,要,,,月8:00〜19:00火8:00〜19:00水8:00〜19:00木8:00〜16:00金8:00〜19:00土8:00〜18:00日定休日,,要,0112005625,,北海道札幌市中央区南3条西2丁目1-1H&Bプラザビル1F,札幌市中央区南3条西2丁目1-1H&Bプラザビル1F,札幌市中央区,南3条西2丁目1-1H&Bプラザビル1F,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
12053,北海道,アイン薬局北３条店,北海道札幌市中央区北3条西7丁目5番地1-2北海道庁別館1階,0112009403,1,1,0,,月〜金:8:30-18:00、土:8:30-12:30,有,011-200-9403,個室,要,,,月〜金:8:30-18:00、土:8:30-12:30,有,要,0112009403,0112009403,北海道札幌市中央区北3条西7丁目5番地1-2北海道庁別館1階,札幌市中央区北3条西7丁目5番地1-2北海道庁別館1階,札幌市中央区,北3条西7丁目5番地1-2北海道庁別館1階,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
12055,北海道,アイン薬局大通東店,北海道札幌市中央区大通東4丁目1-19大通東やまむらセンタービル1F,0112009651,3,0,0,,月～金：9:00-19:00、土：9:00-13:00,有,011-200-9651,衝立,,,,月～金：9:00-19:00、土：9:00-13:00,有,,0112009651,0112009651,北海道札幌市中央区大通東4丁目1-19大通東やまむらセンタ-ビル1F,札幌市中央区大通東4丁目1-19大通東やまむらセンタ-ビル1F,札幌市中央区,大通東4丁目1-19大通東やまむらセンタ-ビル1F,True,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
