薬局等番号,都道府県,市区町村_推定,薬局等名称,住所_正規化,住所,住所_都道府県除く,住所_残り,電話番号_数字,電話番号,HP,開局等時間,時間外対応,時間外対応_有無,時間外の電話番号_数字,時間外の電話番号,プライバシー確保策,事前電話連絡,事前電話連絡_要否,販売可能薬剤師数_女性,販売可能薬剤師数_男性,販売可能薬剤師数_答えたくない,備考,削除日,データ時点,データ出典_URL,データファイル_URL,検索用
46,福島県,会津若松市,千石調剤薬局,福島県会津若松市千石町9番23号,福島県会津若松市千石町９番２３号,会津若松市千石町9番23号,千石町9番23号,0242238336,0242238336,,月火水金:9:00-18:15､木:9:00-17:00土:9:00-13:15,,False,,,衝立,,False,,1,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,福島県 会津若松市 千石調剤薬局 福島県会津若松市千石町9番23号 0242238336
47,新潟県,新潟市中央区,フォレスト薬局,新潟県新潟市中央区鐙2-14-31,新潟県新潟市中央区鐙２－１４－３１,新潟市中央区鐙2-14-31,鐙2-14-31,0252403366,0252403366,,月火木金8:30-18:00水8:30-16:30土8:30-12:30,有,True,0252403366,0252403366,他者のいない時間対応,要,True,,1,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,新潟県 新潟市中央区 フォレスト薬局 新潟県新潟市中央区鐙2-14-31 0252403366
48,兵庫県,宝塚市,調剤薬局ツルハドラッグ宝塚末成店,兵庫県宝塚市末成町39番5号,兵庫県宝塚市末成町３９番５号,宝塚市末成町39番5号,末成町39番5号,0797737268,0797737268,https://shop.tsuruha-g.com/1408,"月-金:9:00-14:00,15:00-19:00土:9:00-14:00,15:00-18:00",,False,,,衝立,要,True,,1,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,兵庫県 宝塚市 調剤薬局ツルハドラッグ宝塚末成店 兵庫県宝塚市末成町39番5号 0797737268 https://shop.tsuruha-g.com/1408
49,兵庫県,西宮市,調剤薬局ツルハドラッグ西宮今津店,兵庫県西宮市今津山中町12-34,兵庫県西宮市今津山中町１２－３４,西宮市今津山中町12-34,今津山中町12-34,0798611286,0798611286,https://shop.tsuruha-g.com/1870,月-金:9:00-14:00､15:00-19:00､土:9:00-13:00,,False,,,衝立,要,True,,1,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,兵庫県 西宮市 調剤薬局ツルハドラッグ西宮今津店 兵庫県西宮市今津山中町12-34 0798611286 https://shop.tsuruha-g.com/1870
50,新潟県,新潟市南区,トリム薬局白根大通店,新潟県新潟市南区鷲ノ木新田字諏訪木島5723-3,新潟県新潟市南区鷲ノ木新田字諏訪木島５７２３ー３,新潟市南区鷲ノ木新田字諏訪木島5723-3,鷲ノ木新田字諏訪木島5723-3,0253706105,0253706105,https://www.pharmarise.com/company/store/store.php?store_id=523,月･火･水･金:8:45-18:30木･土:8;45-17:00,有,True,0253706105,0253706105,衝立；他者のいない時間対応,,False,4,1,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,新潟県 新潟市南区 トリム薬局白根大通店 新潟県新潟市南区鷲ノ木新田字諏訪木島5723-3 0253706105 https://www.pharmarise.com/company/store/store.php?store_id=523
51,宮城県,仙台市太白区,調剤薬局ツルハドラッグ仙台長町４丁目店,宮城県仙台市太白区長町4丁目7-18,宮城県仙台市太白区長町４丁目７ー１８,仙台市太白区長町4丁目7-18,長町4丁目7-18,0223041077,0223041077,,月-金:9:00-18:00､土:9:00-13:00,,False,,,衝立,,False,4,,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,宮城県 仙台市太白区 調剤薬局ツルハドラッグ仙台長町４丁目店 宮城県仙台市太白区長町4丁目7-18 0223041077
52,福島県,会津若松市,会津調剤薬局,福島県会津若松市白虎二丁目4番地の2,福島県会津若松市白虎二丁目４番地の２,会津若松市白虎二丁目4番地の2,白虎二丁目4番地の2,0242367672,0242367672,https://yamasho-aizu.jp/,月火水金:8:30-18:15､木:8:30-16:30､土:8:30-12:45,,False,,,衝立,,False,,1,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,福島県 会津若松市 会津調剤薬局 福島県会津若松市白虎二丁目4番地の2 0242367672 https://yamasho-aizu.jp/
53,群馬県,高崎市,みらい薬局,群馬県高崎市上並榎町46-3,群馬県高崎市上並榎町４６－３,高崎市上並榎町46-3,上並榎町46-3,0273709311,0273709311,https://mirai-yakkyoku.com/,月-金:9:00-19:00､土:9:00-14:00,有,True,0273709311,0273709311,個室,,False,,1,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,群馬県 高崎市 みらい薬局 群馬県高崎市上並榎町46-3 0273709311 https://mirai-yakkyoku.com/
54,群馬県,太田市,イオン薬局太田店,群馬県太田市石原町81番地,群馬県太田市石原町８１番地,太田市石原町81番地,石原町81番地,0276483241,0276483241,,9:00-20:00,有,True,08047108688,08047108688,衝立,要,True,2,1,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,群馬県 太田市 イオン薬局太田店 群馬県太田市石原町81番地 0276483241
55,兵庫県,神戸市長田区,調剤薬局ツルハドラッグ長田神社前店,兵庫県神戸市長田区大塚町1-8-15,兵庫県神戸市長田区大塚町１－８－１５,神戸市長田区大塚町1-8-15,大塚町1-8-15,0787426619,0787426619,https://shop.tsuruha-g.com/1719,月-金:9:30-14:00､15:00-18:00土:9:30-13:30,,False,,,衝立,要,True,1,,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,兵庫県 神戸市長田区 調剤薬局ツルハドラッグ長田神社前店 兵庫県神戸市長田区大塚町1-8-15 0787426619 https://shop.tsuruha-g.com/1719
56,愛知県,岡崎市,お～ろら薬局ひかりが丘,愛知県岡崎市戸崎町牛転2番地185,愛知県岡崎市戸崎町牛転２番地１８５,岡崎市戸崎町牛転2番地185,戸崎町牛転2番地185,0564730600,0564730600,https://sml-miyako.com/,月-土:9:00-18:00,有,True,0564730600,0564730600,個室；衝立；他者のいない時間対応,要,True,,1,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,愛知県 岡崎市 お～ろら薬局ひかりが丘 愛知県岡崎市戸崎町牛転2番地185 0564730600 https://sml-miyako.com/
57,新潟県,新潟市西区,ファーマライズ薬局西新潟店,新潟県新潟市西区坂井砂山4丁目14番2号,新潟県新潟市西区坂井砂山４丁目１４番２号,新潟市西区坂井砂山4丁目14番2号,坂井砂山4丁目14番2号,0252018781,0252018781,https://www.pharmarise.com/company/store/store.php?store_id=257,月火木金:9:00-13:00､15:00-19:00､水土:9:00-13:00,有,True,0252018781,0252018781,衝立,要,True,1,,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,新潟県 新潟市西区 ファーマライズ薬局西新潟店 新潟県新潟市西区坂井砂山4丁目14番2号 0252018781 https://www.pharmarise.com/company/store/store.php?store_id=257
58,東京都,板橋区,さくら薬局本店,東京都板橋区大谷口上町28-11,東京都板橋区大谷口上町２８－１１,板橋区大谷口上町28-11,大谷口上町28-11,0339571122,0339571122,https://www.kraft-net.co.jp/sakura/store/3001/,月-金:9:00-18:00､土:9:00-17:00,,False,,,個室；衝立,要,True,1,,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,東京都 板橋区 さくら薬局本店 東京都板橋区大谷口上町28-11 0339571122 https://www.kraft-net.co.jp/sakura/store/3001/
59,石川県,金沢市,金沢ファーマライズ薬局,石川県金沢市小坂町北142,石川県金沢市小坂町北１４２,金沢市小坂町北142,小坂町北142,0762516370,0762516370,https://www.pharmarise.com/company/store/store.php?store_id=152,月-金/8:30-18:00､土(第2除く)/8:30-14:00､第2土曜/9:00-13:00,,False,,,衝立,要,True,1,1,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,石川県 金沢市 金沢ファーマライズ薬局 石川県金沢市小坂町北142 0762516370 https://www.pharmarise.com/company/store/store.php?store_id=152
61,東京都,千代田区,レジーナ薬局神保町店,東京都千代田区神田神保町3-2-4田村ビル1階,東京都千代田区神田神保町３－２－４田村ビル１階,千代田区神田神保町3-2-4田村ビル1階,神田神保町3-2-4田村ビル1階,0332652105,0332652105,https://www.unimat-life.co.jp/drugstore/,月-金:9:00-18:30､土:9:00-13:30,,False,,,個室,要,True,,1,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,東京都 千代田区 レジーナ薬局神保町店 東京都千代田区神田神保町3-2-4田村ビル1階 0332652105 https://www.unimat-life.co.jp/drugstore/
62,石川県,白山市,野々市ファーマライズ薬局,石川県白山市専福寺町84-3,石川県白山市専福寺町８４－３,白山市専福寺町84-3,専福寺町84-3,0762766638,0762766638,http://www.pharmarise.com,月-金:9:00-18:00､土:9:00-14:00,有,True,0762766638,0762766638,衝立,要,True,,1,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,石川県 白山市 野々市ファーマライズ薬局 石川県白山市専福寺町84-3 0762766638 http://www.pharmarise.com
63,三重県,四日市,さくら薬局四日市山分店,三重県四日市市山分町116-14,三重県四日市市山分町１１６－１４,四日市市山分町116-14,市山分町116-14,0593613700,0593613700,https://kraft-net.co.jp,月･火･水･金:9:00-18:00土:9:00-13:00,有,True,0593613700,0593613700,衝立,要,True,,1,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,三重県 四日市 さくら薬局四日市山分店 三重県四日市市山分町116-14 0593613700 kraft-net.co.jp
64,新潟県,新潟市南区,さくら薬局,新潟県新潟市南区白根1477番地1,新潟県新潟市南区白根１４７７番地１,新潟市南区白根1477番地1,白根1477番地1,0253725160,0253725160,,月-水･金:9:00-18:00､木:9:00-17:00､土:9:00-13:00,有,True,0253725160,0253725160,衝立,,False,,1,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,新潟県 新潟市南区 さくら薬局 新潟県新潟市南区白根1477番地1 0253725160
65,東京都,北区,調剤薬局ツルハドラッグ東十条北口店,東京都北区東十条3-16-9,東京都北区東十条３ー１６ー９,北区東十条3-16-9,東十条3-16-9,0359591268,0359591268,,月-金:9:00-19:00､土:9:00-18:00,,False,,,衝立,要,True,,2,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,東京都 北区 調剤薬局ツルハドラッグ東十条北口店 東京都北区東十条3-16-9 0359591268
66,北海道,旭川市,調剤薬局ツルハドラッグ旭川駅前店,北海道旭川市宮下通9丁目2番17号,北海道旭川市宮下通９丁目２番１７号,旭川市宮下通9丁目2番17号,宮下通9丁目2番17号,0166213269,0166213269,,月-金:9:00-18:00､土:9:00-13:00,,False,,,衝立,,False,2,1,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,北海道 旭川市 調剤薬局ツルハドラッグ旭川駅前店 北海道旭川市宮下通9丁目2番17号 0166213269
67,福島県,いわき市,アイランド薬局岡小名店,福島県いわき市小名浜岡小名1丁目1-1,福島県いわき市小名浜岡小名１丁目１－１,いわき市小名浜岡小名1丁目1-1,小名浜岡小名1丁目1-1,0246738977,0246738977,,月火木金8:30-18:00水8:30-16:00土8:30-17:15,有,True,08067859878,08067859878,個室,要,True,,1,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,福島県 いわき市 アイランド薬局岡小名店 福島県いわき市小名浜岡小名1丁目1-1 0246738977
68,兵庫県,西宮市,調剤薬局ツルハドラッグ西宮久保店,兵庫県西宮市久保町6-20,兵庫県西宮市久保町６－２０,西宮市久保町6-20,久保町6-20,0798399269,0798399269,https://shop.tsuruha-g.com/3481,月-金:9:30‐14:00､15:00‐19:00､土:9:30‐14:00,,False,,,パーテーション,要,True,,1,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,兵庫県 西宮市 調剤薬局ツルハドラッグ西宮久保店 兵庫県西宮市久保町6-20 0798399269 https://shop.tsuruha-g.com/3481
69,兵庫県,川西市,ツルハドラッグ南花屋敷店,兵庫県川西市南花屋敷3-16-9,兵庫県川西市南花屋敷３ー１６ー９,川西市南花屋敷3-16-9,南花屋敷3-16-9,0727598388,0727598388,https://shop.tsuruha-g.com/1191,月-金:9:00-18:30､土:9:00-16:00,,False,,,衝立,,False,2,,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,兵庫県 川西市 ツルハドラッグ南花屋敷店 兵庫県川西市南花屋敷3-16-9 0727598388 https://shop.tsuruha-g.com/1191
70,福島県,いわき市,光栄薬局高坂店,福島県いわき市内郷高坂町大町26-7,福島県いわき市内郷高坂町大町２６－７,いわき市内郷高坂町大町26-7,内郷高坂町大町26-7,0246267341,0246267341,https://yuhido.com/stores/光栄薬局-高坂店/,月､火､木､金8:00-17:30水9:00-17:00土8:00-16:30,有,True,08025645804,08025645804,衝立,要,True,,1,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,福島県 いわき市 光栄薬局高坂店 福島県いわき市内郷高坂町大町26-7 0246267341 https://yuhido.com/stores/光栄薬局-高坂店/
71,福島県,会津若松市,調剤薬局ツルハドラッグ会津湯川店,福島県会津若松市湯川町1-58,福島県会津若松市湯川町１ー５８,会津若松市湯川町1-58,湯川町1-58,0242383310,0242383310,,月-土:9:00-18:00,,False,,,衝立,,False,1,2,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,福島県 会津若松市 調剤薬局ツルハドラッグ会津湯川店 福島県会津若松市湯川町1-58 0242383310
72,山梨県,韮崎市,みさき薬局韮崎,山梨県韮崎市藤井町南下条水無336-2,山梨県韮崎市藤井町南下条水無３３６－２,韮崎市藤井町南下条水無336-2,藤井町南下条水無336-2,0551212121,0551212121,http://www.dyna-misaki.co.jp,月火木金:8:30-18:30､水土:8:30-17:00,有,True,0551212121,0551212121,衝立,,False,,1,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,山梨県 韮崎市 みさき薬局韮崎 山梨県韮崎市藤井町南下条水無336-2 0551212121 http://www.dyna-misaki.co.jp
73,福島県,会津若松市,トリム薬局山鹿店,福島県会津若松市本町1-35,福島県会津若松市本町１ー３５,会津若松市本町1-35,本町1-35,0242383200,0242383200,,月-金:8:30-18:00､土:15:00-18:00,有,True,0242383200,0242383200,衝立,要,True,2,1,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,福島県 会津若松市 トリム薬局山鹿店 福島県会津若松市本町1-35 0242383200
74,大阪府,藤井寺市,ウエルシア薬局藤井寺小山店,大阪府藤井寺市5丁目2-9,大阪府藤井寺市５丁目２－９,藤井寺市5丁目2-9,5丁目2-9,0729311682,0729311682,https://www.welcia-yakkyoku.co.jp/,月-金:10:00-13:00､14:00-19:00､土:10:00-14:00,,False,,,衝立,要,True,1,,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,大阪府 藤井寺市 ウエルシア薬局藤井寺小山店 大阪府藤井寺市5丁目2-9 0729311682 https://www.welcia-yakkyoku.co.jp/
75,群馬県,吾妻郡草津町,マルエ薬局草津温泉店,群馬県吾妻郡草津町草津454-48,群馬県吾妻郡草津町草津４５４－４８,吾妻郡草津町草津454-48,草津454-48,0279825891,0279825891,,月-金:9:00-13:00､14:00-18:00,,False,,,衝立,,False,,1,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,群馬県 吾妻郡草津町 マルエ薬局草津温泉店 群馬県吾妻郡草津町草津454-48 0279825891
76,新潟県,新潟市江南区,イオン薬局新潟南店,新潟県新潟市江南区下早通柳田1丁目1-1,新潟県新潟市江南区下早通柳田１丁目１−１,新潟市江南区下早通柳田1丁目1-1,下早通柳田1丁目1-1,0253831370,0253831370,,年中無休9:00-21:00,有,True,08047103594,08047103594,衝立,,False,,1,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,新潟県 新潟市江南区 イオン薬局新潟南店 新潟県新潟市江南区下早通柳田1丁目1-1 0253831370
77,東京都,品川区,薬局トモズ中延店,東京都品川区東中延2-7-16,東京都品川区東中延２−７−１６,品川区東中延2-7-16,東中延2-7-16,0357497161,0357497161,https://shop.tomods.jp/detail/150C/,月､火､木､金:9:00-20:00､水:9:00-19:00､土:9:00-14:00,有,True,08010717476,08010717476,衝立,要,True,1,,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,東京都 品川区 薬局トモズ中延店 東京都品川区東中延2-7-16 0357497161 https://shop.tomods.jp/detail/150C/
